Title,Abstract,Journal,Language,Year,Month
"Molecular, biochemical, and phenotypic analysis of a hemizygous male with a severe atypical phenotype for X-linked dominant Conradi-Hunermann-Happle syndrome and a mutation in EBP.","X-linked dominant Conradi-Hunermann-Happle syndrome (CDPX2; MIM 302960) is a rare chondrodysplasia punctata primarily affecting females. CDPX2 is presumed lethal in males, although a few affected males have been reported. CDPX2 is a cholesterol biosynthetic disorder due to 3-beta-hydroxysteroid-delta8,delta7-isomerase deficiency caused by mutations in the emopamil binding protein (EBP) gene. A 2.5-year-old Caucasian male was followed from the age of 6 weeks and noted to have significant developmental delay, hypotonia, seizures, and patchy hypopigmentation. Multiple congenital anomalies included a unilateral cataract, esotropia, crossed renal ectopia, stenotic ear canals, and failure to thrive, requiring G-tube placement. Multiple minor anomalies and ptosis were noted. No skeletal asymmetry or chondrodysplasia punctata were noted on skeletal survey at 6 weeks and 13 months. An extensive genetic work-up including cholesterol (126-176 mg/dl) and 7-dehydrocholesterol was unrevealing. However, the levels of 8(9)-cholestenol and 8-dehydrocholesterol were mildly increased in plasma, which was confirmed in cultured fibroblasts. This prompted molecular analysis of the EBP gene, which revealed a novel hemizygous (nonmosaic) mutation in exon 2 (L18P). Two restriction digests were developed that confirmed this mutation in skin fibroblasts, blood, and buccal cells (all nonmosaic). We determined that the patient's mother (adopted) also has the L18P mutation enabling prenatal diagnosis of a normal male fetus. She has normal stature, no asymmetry, no cataracts at this time, and has a patch of hyperpigmentation on her chest best visualized on Woods lamp examination, characteristic of CDPX2. The mild maternal phenotype has been described previously. However, this nonmosaic missense mutation has resulted in a severe phenotype in her surviving son.",American journal of medical genetics. Part A,eng,2003,1.0
Laparoscopy for definite localization and simultaneous treatment of ectopic ureter draining a dysplastic kidney in children.,"Single-system ectopic ureter draining a dysplastic kidney is a rare urologic abnormality. In this study, we evaluated our own experience using laparoscopy for the simultaneous identification and removal of such ureterorenal units.",Journal of endourology,eng,2002,8.0
Accidental ureteral ligation during an inguinal hernia repair of patient with crossed fused renal ectopia.,"Because most of the presenting symptoms of ureteral herniation and crossed renal ectopia are nonspecific, it is important to be aware of their presence and association to avoid iatrogenic injuries to the kidneys and/or the ureters. We present the imaging findings of a patient with ureteral ligation whose ureteral herniation and crossed renal ectopia were identified after undergoing hernia repair.",Clinical imaging,eng,2002,
Reflux nephropathy in a patient with crossed renal ectopia with fusion.,"Crossed renal ectopia with fusion is a rare congenital anomaly of the urinary tract. While vesicoureteral reflux has been noted frequently, reflux nephropathy has rarely been reported with this anomaly. I describe here a case of reflux nephropathy in a patient with crossed renal ectopia with fusion. A 14-year-old boy was referred to our hospital for further examination of proteinuria, detected by the school's annual urinary screening program. Laboratory study revealed proteinuria and renal insufficiency. Abdominal computed tomography and voiding cystography disclosed crossed renal ectopia with fusion and vesicoureteral reflux in each moiety. Renal biopsy of the orthotopic kidney showed diffuse interstitial fibrosis and mononuclear cell infiltration, periglomerular fibrosis, glomerular hypertrophy, and focal and global glomerulosclerosis, which were compatible with reflux nephropathy. A low-protein diet and an administration of angiotensin converting enzyme inhibitor decreased the urinary excretion of protein.","Pediatric nephrology (Berlin, Germany)",eng,2002,8.0
Cystic dysplasia of the testis associated with ipsilateral renal agenesis and contralateral crossed ectopia.,"Cystic dysplasia is a benign congenital lesion of the rete testis often associated with ipsilateral wolffian duct and ureteral abnormalities. We present a case of cystic dysplasia and associated anomalies in a 12-year-old boy. The workup revealed right testicular cystic dysplasia, ipsilateral renal agenesis, contralateral crossed renal ectopia, and vesicoureteral reflux. We performed right testicular-preserving cyst enucleation and ureteroneocystostomy. No testicular atrophy or new cyst formation was evident at 1 year of follow-up. This is the first reported case of cystic dysplasia associated with ipsilateral renal agenesis and contralateral crossed renal ectopia.",Urology,eng,2002,8.0
Klippel-Feil syndrome - the risk of cervical spinal cord injury: a case report.,Klippel-Feil syndrome is defined as congenital fusion of two or more cervical vertebrae and is believed to result from faulty segmentation along the embryo's developing axis during weeks 3-8 of gestation. Persons with Klippel-Feil syndrome and cervical stenosis may be at increased risk for spinal cord injury after minor trauma as a result of hypermobility of the various cervical segments. Persons with Klippel-Feil Syndrome often have congenital anomalies of the urinary tract as well.,BMC family practice,eng,2002,4.0
Transplantation of crossed fused ectopic kidneys into a single recipient.,"Crossed renal ectopia is a rare (1 in 1000 live births) congenital anomaly in which both renal masses are located on one side of the abdomen and in 90% of cases are fused. Although this condition is not typically associated with underlying renal pathology or symptoms, complex vascular anatomy is commonly encountered.",Journal of the American College of Surgeons,eng,2002,2.0
Management of nephrolithiasis in crossed renal ectopia.,No Abstract,Journal of postgraduate medicine,eng,2001,
False impression of positive Meckel's scintigraphy caused by ectopic cross-fused kidneys.,No Abstract,Clinical nuclear medicine,eng,2001,10.0
Resection of an L-shaped kidney with renal cell carcinoma using a microwave tissue coagulator.,"An L-shaped kidney is a type of crossed fused renal ectopia and consists of two moieties which were originally two kidneys. It is an uncommon condition and cases of malignant tumors in such anomalies are exceedingly rare. A case of an L-shaped kidney with renal cell carcinoma is herein reported, in which a separation of both moieties was done in situ in order to perform a tumor resection. A literature review of this topic is also reported and the findings are discussed.",International journal of urology : official journal of the Japanese Urological Association,eng,2001,8.0
